id,streetName,buildingNumber,city,zipcode,country,countyCode,latitude,longitude
3213,Jerde Port,8095,East Leonoraburgh,25214-4440,Fiji,EE,19.141403,-150.171893
3214,Kohler Streets,60255,North Althea,80569-1909,Netherlands,ET,-53.348298,45.558767
3215,Julianne Pass,20904,Port Sandrine,59795,Nicaragua,IT,34.140499,96.669824
3216,Rashawn Square,2372,Kubland,78136,Greenland,ME,50.521497,-154.394035
3217,Pfeffer Burgs,75178,Claudechester,36186-3513,Antigua and Barbuda,DM,-43.393283,-115.883332
3218,Mitchell Ridge,41393,Stromanside,29838-9261,Spain,ER,80.448315,136.619820
3219,O'Kon Inlet,1397,VonRuedenview,93368,Greenland,NF,-1.485285,137.015480
3220,Judah Locks,391,Port Ezequiel,38758-6957,San Marino,BI,-83.508618,152.469606
3221,Rigoberto Harbor,638,Adelineton,95355-8684,Isle of Man,MR,-42.851524,-61.059261
3222,Emma Roads,610,Goodwinside,69039,Nauru,PW,29.572258,-55.228201
3223,Carter Locks,800,West Sammieland,32885-1642,Saint Vincent and the Grenadines,OM,16.875244,-172.827395
3224,Alize Meadow,4504,Langoshstad,81747,Antarctica (the territory South of 60 deg S),UM,17.838494,-165.773446
3225,Cruickshank Ramp,712,Steubermouth,48460-5412,Oman,ID,11.978048,-68.103453
3226,Schultz Views,9862,New Alessia,83446,Czech Republic,TR,3.116887,-8.825987
3227,McDermott Springs,59789,Gorczanyview,32591,El Salvador,PW,-34.823659,114.823753
3228,Raegan Lakes,66677,Amosborough,29867-4379,Bahrain,WF,43.974776,49.479927
3229,Josephine Way,8051,New Lucasland,98226-9756,Ukraine,LK,-54.066388,-146.256812
3230,Raynor Burgs,476,Lake Taylormouth,04554-2298,Algeria,BF,69.856237,84.037000
3231,Waylon Hollow,240,Zboncakview,80090-2870,Egypt,SY,-41.043240,-5.518339
3232,Horace Dale,75647,Langside,04097-0792,Saudi Arabia,JE,-80.182558,66.401039
3233,Hill Club,90304,VonRuedentown,54574-2950,Svalbard & Jan Mayen Islands,LY,-80.902561,22.824903
3234,Pauline Rapid,172,Ornchester,54433,Thailand,MR,-74.881696,171.351459
3235,Weldon Ridge,511,East Mavisville,05321,Tonga,GG,-71.388261,132.173306
3236,Streich Crossroad,392,West Raegan,26994,Panama,BM,84.875983,98.393733
3237,Aida Camp,170,West Carletonport,17890-4727,Hong Kong,CI,69.687098,-129.863819
3238,Sadie Tunnel,488,West Ona,06337,Saint Kitts and Nevis,NU,47.110865,-27.899102
3239,Tyreek Crescent,5450,Kirstenborough,51934-8916,Benin,ZM,-13.297023,146.006158
3240,Robbie Hill,9365,West Paulaland,62826-7621,Malta,MN,-44.037658,100.656827
3241,Barry Village,94573,Edwardoborough,97124,Ghana,GE,68.252334,-74.221800
3242,Schneider Glen,9197,West Kaylihaven,49861,Trinidad and Tobago,GB,-59.339265,130.811079
3243,Volkman Isle,51111,New Aimeefurt,21988-2050,Rwanda,TT,-70.370843,16.279213
3244,Else Keys,46000,Walshberg,52796-4941,Burkina Faso,BL,-47.596336,-109.125167
3245,Crona Mountains,23874,Port Maverick,77764-6461,Ecuador,PE,-78.565346,108.719347
3246,Walter Haven,41464,Lake Ressieport,67433-3016,Iran,GY,61.872539,23.086563
3247,Bernie Street,79205,Cedrickstad,45264,French Polynesia,ES,-83.643294,63.981029
3248,Zieme Meadow,800,Alfonzomouth,31840,Montenegro,YT,-36.903135,-112.581638
3249,Elyse Trail,633,Lake Isabellamouth,82793-5587,Lao People's Democratic Republic,DO,80.663709,105.973628
3250,Keagan Islands,52364,Maxwellchester,51244,Oman,BM,73.960571,-88.784611
3251,Halvorson Walks,41354,North Halle,97519,Niue,BN,-86.691409,-36.297049
3252,Trisha Court,27242,Christyfort,79877-9916,Sao Tome and Principe,GT,-80.888928,133.988997
3253,Everardo Valleys,9644,Lake Zella,80708-4727,Aruba,UY,61.535293,-18.505710
3254,Mante Trace,76039,Lake Brayan,31555,British Indian Ocean Territory (Chagos Archipelago),PE,-60.122984,-93.136329
3255,Stark Underpass,7630,East Averyview,63542-5060,Burundi,GD,-84.594598,30.636733
3256,Lockman Circle,72236,West Toreyport,42586,French Guiana,AG,46.137828,-144.134096
3257,Miguel Motorway,8062,Thaddeuschester,23065-9133,Bangladesh,SB,27.171834,-110.651028
3258,Leffler Trafficway,20221,Rebekahton,88201-3095,Bouvet Island (Bouvetoya),KP,26.642656,-153.977141
3259,Nina Fall,94905,Michelside,95501-2239,Nigeria,GG,-37.705602,37.406013
3260,Keeling Skyway,302,Alexabury,46410,Antarctica (the territory South of 60 deg S),AF,-11.367444,77.642259
3261,Thiel Mountain,63298,Daremouth,17393,Zimbabwe,RU,-15.038465,-166.237492
3262,Funk Prairie,2908,Port Lorine,45529,Pitcairn Islands,BN,71.888157,0.587839
3263,Alexandrine Mews,21347,Port Todshire,29731,Vietnam,BQ,-81.965392,144.995253
3264,McGlynn Trafficway,30707,East Princemouth,95411,Lithuania,YT,-10.132106,-138.803009
3265,Witting Mountains,1008,New Jaydenview,06530,Palau,PR,40.688314,-116.208398
3266,Jenkins Forks,5346,Bednarview,96761-5404,Marshall Islands,RW,-38.206981,-77.152062
3267,Kihn Creek,1693,East Marco,09479,Martinique,CN,12.349756,58.109263
3268,Kertzmann Fields,19554,South Liam,03644,Malawi,BF,-82.407233,-59.040929
3269,Weissnat Lodge,4149,Mitchellport,21989-2841,Holy See (Vatican City State),TJ,85.054696,-78.554347
3270,Tatyana Port,40694,Bergnaumside,31043-0730,Grenada,FK,39.789213,-20.116744
3271,Priscilla Tunnel,67127,Marioborough,38679,China,TC,44.335209,63.393931
3272,Mikayla Neck,427,Anahimouth,67056,Grenada,CZ,-37.355639,6.286640
3273,Stroman Manor,2551,East Roslynchester,99364,British Indian Ocean Territory (Chagos Archipelago),NC,-73.064524,17.801186
3274,Alexzander Alley,755,Lake Ignacioburgh,39903,Denmark,AQ,-59.008270,76.572037
3275,Lueilwitz Mall,834,North Lee,12450-9779,Mexico,BG,17.165005,-103.182539
3276,Powlowski Pines,4048,Curtberg,41356-7627,Burundi,SA,-23.945488,59.469847
3277,Schmitt Vista,925,Lake Edyth,25335,China,GQ,-80.519862,-30.776226
3278,Giles Tunnel,82025,Rowefort,49682,Svalbard & Jan Mayen Islands,AE,1.725418,53.449709
3279,Bechtelar Land,17795,Brennonhaven,07467-2216,Saint Lucia,IS,-1.093696,-111.329131
3280,Sawayn Course,2795,West Vickyview,46360,Marshall Islands,DK,-7.999996,70.767512
3281,Bode Ways,614,West Virgil,98929-7737,Algeria,PL,67.582412,46.037506
3282,Shields Streets,7195,North Justenmouth,54464-5057,Malawi,DZ,-27.488858,-157.816019
3283,Eduardo Trace,8990,East Nathanaelbury,21350,Sierra Leone,UA,67.446717,2.789207
3284,Kim Passage,78068,Izaiahmouth,70239,Azerbaijan,PG,74.227543,-89.170528
3285,Eric Grove,724,Herminiafurt,51842,Gabon,TG,-21.056977,45.100611
3286,Spencer Island,550,Bauchview,25843-5764,Uganda,WF,-6.424014,4.688451
3287,Allen Plain,218,East Josie,61936-4155,French Polynesia,ET,52.953826,124.961925
3288,Nicola Coves,102,Gibsontown,85420,Rwanda,SZ,-12.381884,-146.485327
3289,Ophelia Locks,8427,Ambermouth,01147,Honduras,NA,44.973648,-136.319445
3290,Mayert Streets,12038,New Carterton,01275,Thailand,ER,-73.431164,76.659750
3291,Sam Union,422,Ebertborough,55501,Colombia,BN,-32.853026,-44.200106
3292,Hamill Cape,108,Lueilwitzshire,76926-6919,Greenland,LY,15.192476,60.975339
3293,Ozella Orchard,29446,Nicolefurt,97906-2096,Turkmenistan,AW,-11.345856,-102.265075
3294,Crist Neck,396,Nienowstad,11679-1484,Libyan Arab Jamahiriya,AQ,-31.598949,99.986852
3295,Zemlak Row,411,Heaneyport,17830-5409,Burundi,SO,79.969537,-162.363652
3296,Linda Creek,83454,Veronaland,37321-5673,Korea,UY,62.657293,-68.082742
3297,Gislason Islands,49510,Kenyonfort,32282,Norfolk Island,DE,-66.401946,73.830841
3298,Kristopher Brook,49448,Kuhicborough,52060-5158,Jamaica,LI,-61.468352,-165.368974
3299,Hilpert Mission,2549,Runolfsdottirberg,98833,Papua New Guinea,KR,-75.793552,133.658972
3300,Larkin Ports,4505,Port Lexi,57098-8424,Cyprus,QA,-82.975645,-163.846270
3301,Balistreri Landing,627,Spencermouth,85537,Georgia,KH,-70.291389,-100.132180
3302,Hubert Fort,597,Port Cyrilside,26943-2382,Canada,CW,31.838729,155.759176
3303,Jaskolski Hills,61465,Bessieville,34418-5358,Czech Republic,SX,-45.352119,-166.950212
3304,Murray Parkway,82661,South Johanfurt,10361-1643,Lesotho,HN,-11.810033,74.877121
3305,Shields Crescent,6676,Port Julieview,19730,Kazakhstan,SD,-84.314014,162.431639
3306,Monahan Locks,9375,New Laronberg,30161-6307,Venezuela,JM,84.527911,79.361025
3307,Schmeler Turnpike,389,East Lenna,77692,Turks and Caicos Islands,TN,-27.630449,-175.922113
3308,Georgiana Coves,365,Albertoshire,73414-6873,Saudi Arabia,PE,-8.604950,44.460405
3309,Magnolia Forest,8087,New Lanceton,27121,Azerbaijan,BJ,67.010765,99.355118
3310,Benny Glens,5553,Andersonfurt,28807,Antigua and Barbuda,KP,-12.264710,-174.403239
3311,Ritchie Estate,68302,Juniorstad,23613,Turks and Caicos Islands,AR,12.865395,124.322462
3312,Eugenia Mountain,274,South Cynthia,15519-7292,Spain,FK,21.287459,131.476238
3313,Cruz Ville,498,New Norene,74167,San Marino,BQ,76.203177,-65.688052
3314,Adela Burgs,97988,Port Shanelleborough,36914-5920,Uzbekistan,SO,-61.102108,100.342498
3315,Philip Station,16365,Port Jody,28035-7648,British Indian Ocean Territory (Chagos Archipelago),CG,-83.828147,99.611486
3316,Gracie Parkway,394,Pierceville,58170,Algeria,MH,-48.134828,38.109131
3317,Daphney Pines,65784,Lake Leiffort,45627,Argentina,UG,-40.429459,58.188643
3318,Hand Port,355,Satterfieldhaven,89190-8282,Austria,KP,10.997089,-78.572739
3319,Kris Falls,463,Port Mathias,19854,Belarus,KZ,85.068509,60.985373
3320,Martine Throughway,4032,Mertiestad,02592,Saint Lucia,MG,12.134096,120.420329
3321,Willms Ports,7431,Loraineview,58124,Seychelles,GL,15.411670,-65.793043
3322,Nina Key,435,Bernhardland,65752-6092,South Georgia and the South Sandwich Islands,UM,33.056244,177.172685
3323,Veda Points,25554,Jaskolskistad,38944,Indonesia,PN,-62.998288,-81.576414
3324,McKenzie Tunnel,932,Brendanport,06018,Nigeria,AQ,-14.249889,52.411318
3325,Bode Radial,422,North Pasqualeton,76825,British Indian Ocean Territory (Chagos Archipelago),MD,50.711764,-105.476207
3326,Americo Path,3672,New Webster,60471,Romania,KP,-74.144755,142.691755
3327,White Fort,28040,Lake Royceburgh,66836,United States Virgin Islands,DO,-43.587254,-119.570957
3328,Nienow Plains,972,Port Arlene,48655,Jersey,MV,-37.754479,36.513179
3329,Kunde Islands,898,Lake Ernaton,14869,Spain,GS,48.060914,20.174765
3330,Treutel Manors,102,Port Frida,65626-8314,Bouvet Island (Bouvetoya),YT,-85.928039,-83.358722
3331,Aric Extensions,12486,Hillsshire,39818-5803,Uzbekistan,IT,-81.204684,-149.549431
3332,O'Connell Locks,4862,New Layne,51724,Argentina,FO,-66.375908,-103.399091
3333,Goodwin Port,906,Faheymouth,77227,Jersey,MN,66.827423,-173.221999
3334,Kreiger Hollow,7548,North Noe,10357,Estonia,TM,19.808710,-172.211618
3335,Neoma Alley,5995,North Rosalee,36710-7939,Kiribati,EE,59.572693,-124.354321
3336,Rath Mission,67991,Toreyton,15683-8376,Belgium,CY,-51.851088,39.239323
3337,Smith Spur,491,Beierside,89238-6546,Canada,MZ,-62.458961,100.322349
3338,Moen Island,148,Mannmouth,58975-3063,Mauritius,SY,67.660003,-162.283793
3339,Ratke Stravenue,40359,Darleneport,98265,French Southern Territories,ZA,-50.422175,83.605230
3340,Lehner Stravenue,4281,Jacobsstad,78742-0801,Ukraine,ET,-9.105094,68.200682
3341,Matilda Manors,6848,New Josephineborough,22356,Tokelau,QA,-84.039156,-43.405785
3342,Moore Loop,69526,Krisbury,29857,Micronesia,SN,-24.808645,-8.437517
3343,Gleason Green,752,North Linwood,79312,Monaco,EH,-21.452033,-75.862849
3344,Pacocha Rue,234,Tyreekchester,00443,Eritrea,ID,82.920767,-91.624905
3345,Oliver Lakes,7665,Port Destinyfort,59490-1794,Sierra Leone,SA,82.766764,-19.033043
3346,Adrianna Lodge,24620,Kaitlintown,83022,Malawi,SI,-39.005049,90.651576
3347,Elouise Loaf,82777,Genovevafort,68668-2899,Gibraltar,TM,-31.156924,47.250787
3348,Karelle Expressway,44686,Michealchester,13149-9241,Congo,BF,39.165240,-100.877652
3349,Cassin Spurs,7250,Schimmeltown,26583-1627,Jamaica,NI,26.771767,-82.298055
3350,Rosenbaum Run,13136,Port Eldora,77877-3669,Nicaragua,AM,-27.658293,176.541626
3351,Auer Canyon,18381,Karenburgh,48541-8724,Burundi,AO,-65.774234,-58.586204
3352,Laurianne Valleys,68675,Krajcikfurt,68572,Saint Pierre and Miquelon,CL,73.985546,-96.076260
3353,Roob Divide,3856,East Ariellehaven,66771-0255,United States of America,LS,1.038296,109.738705
3354,Mitchell Fork,8054,Lake Celine,89610,Panama,AF,-80.280552,112.102082
3355,Xander Ridges,62685,Port Malvinafort,97265-0573,Paraguay,BT,66.728152,133.762122
3356,Adams Plain,2839,Sipesshire,02196,Saudi Arabia,GY,21.231936,-27.094876
3357,Bartholome Mill,863,Lake Claudineberg,12884,Finland,NL,53.403803,-76.313744
3358,Orn Extension,58018,Port Rogelio,44616,Albania,ME,32.072474,-84.203640
3359,Altenwerth Roads,59698,New Demond,40435,Costa Rica,MS,-45.313479,171.882042
3360,Jennie Spurs,5978,Port Sammieshire,21879,Netherlands Antilles,BW,5.173965,132.358229
3361,Murray Vista,810,East Kenyatta,41654,Saint Lucia,PL,-32.811239,26.247978
3362,Thompson Keys,26072,Windlerville,84371,Montenegro,GB,-84.312431,-156.090121
3363,Medhurst Plain,44571,Traceyshire,06446,Costa Rica,SL,0.955563,136.628250
3364,Okuneva Grove,21500,Candidabury,78046-2065,Faroe Islands,CU,12.874929,53.295166
3365,Beaulah Trail,550,East Ariannaland,77610,Angola,BE,65.655767,-29.113161
3366,Rice Drives,38173,Lake Osbaldo,06328,Switzerland,IQ,-70.125916,-164.192366
3367,Bruen Valley,675,North Sydniefurt,56238,Djibouti,AQ,72.896995,-57.116511
3368,Andre Neck,3423,Gracechester,74745-8692,Turkey,AW,0.863703,88.070712
3369,Robin Harbor,3495,North Frederique,71842,Bermuda,GP,83.793255,27.456997
3370,Shanny Rest,74885,Veumfurt,41731-3095,Myanmar,BR,4.980132,-45.715943
3371,Zemlak Fords,156,Kuvalisborough,41337,Ethiopia,BI,-12.988097,-130.075082
3372,Meaghan Ville,78715,Chancemouth,36612,Isle of Man,VU,-1.316797,-49.447197
3373,Hirthe Fort,603,Dickihaven,10186-1773,Timor-Leste,GG,-9.950422,-150.915894
3374,Weber Trace,505,Jazlynshire,69774-2977,Malta,AW,45.130065,-55.869096
3375,Rippin Island,763,West Caden,73370-4476,New Zealand,JE,40.924545,-55.873941
3376,Kurtis Manor,6462,Kassulkestad,21574-3367,New Zealand,HT,79.333203,134.476883
3377,Leuschke Mill,453,Vanessafurt,24214,Israel,SB,76.402285,67.591741
3378,Jerome Pines,73873,West Alycia,27064-9284,United States Virgin Islands,CY,-2.410810,145.678699
3379,Rebecca Mission,7748,Gretaview,86638-4676,Gibraltar,LV,-69.361047,15.354567
3380,Royce Shoals,578,North Adellburgh,77941,Jamaica,MO,2.230944,11.138068
3381,Tavares Forges,977,Ritchieburgh,76958-6561,Ireland,KY,-70.987232,112.873001
3382,Welch Road,90176,Lake Keenanstad,76538-6729,Bahamas,RO,30.292928,40.081343
3383,Sophie Points,3217,Heavenmouth,93942-3553,Northern Mariana Islands,KM,-63.961194,-79.178725
3384,Bartoletti Via,64921,North Michellemouth,16061,Falkland Islands (Malvinas),IN,24.969624,-134.822913
3385,Sauer Junction,46134,Gustborough,78358,Guinea,OM,-75.368660,118.389562
3386,Cyril Throughway,4286,West Ivyville,32257,Tokelau,AS,16.652176,-24.297385
3387,Anderson Parkway,761,Serenaport,18261-2729,Estonia,GR,88.073159,-178.306456
3388,Howe Course,99806,Flatleymouth,21982-8026,Bangladesh,CH,76.037682,-161.531626
3389,Satterfield Harbor,249,Beattymouth,67915,Sao Tome and Principe,KE,59.270481,-99.821449
3390,Littel Glens,898,Larryburgh,46980-2347,Colombia,BT,78.780797,82.921569
3391,Norma Trail,6365,West Christaville,72912,Palestinian Territories,MF,82.070061,86.029849
3392,Price Lane,296,Port Malika,98093,Mayotte,IN,-86.642629,64.167448
3393,Watsica Villages,97088,New Gaston,20335-4057,Iran,IL,-25.663290,4.452070
3394,Jenkins Isle,119,Freddyberg,37886-7697,Martinique,TC,62.524428,134.108162
3395,Rafaela Gardens,785,Port Trisha,16426,Samoa,PE,89.415974,-45.326000
3396,Darrin Lodge,15273,Reinholdport,68248,United Kingdom,AX,87.024483,-50.700765
3397,Batz Parkway,442,Runtetown,99274-4757,Bahrain,PS,1.264080,77.470727
3398,Lia Ports,3860,West Adelehaven,35228-3710,Canada,IR,-29.230641,-111.188509
3399,Kozey Glen,214,Farrellshire,01083,Holy See (Vatican City State),GI,-80.469004,-6.773798
3400,Sporer Flats,3510,New Judeton,24503,Guam,IO,16.001769,-167.149170
3401,Lottie Branch,19066,Hagenesfurt,64328-8990,Philippines,UZ,-82.803687,31.116521
3402,Heidenreich Ridges,5491,Lake Graciela,01772-7332,Korea,VA,20.429877,-98.988949
3403,Oberbrunner Fords,907,Lake Arnaldoton,69684,Bhutan,NE,41.064075,-86.809280
3404,Trantow Springs,578,Port Adolfo,55230-3067,Pakistan,US,-57.501987,112.126080
3405,Langworth Ford,966,East Juliashire,35096-2508,Saint Helena,TN,19.150720,-160.650918
3406,Jaycee Drive,6070,West Brisafort,55529,Guyana,JO,-11.348157,-3.322162
3407,Mariano Ridge,93525,Lake Thomas,77927,Saint Kitts and Nevis,JM,19.354635,-10.168892
3408,Vincenzo Villages,76995,Arliemouth,15605-2912,Holy See (Vatican City State),TC,-30.926882,-66.843866
3409,Farrell Path,7869,West Cordiamouth,21985,Heard Island and McDonald Islands,SS,83.542006,-134.156479
3410,Alaina Ramp,5744,Port Luisa,24472,Saint Kitts and Nevis,VU,50.672328,149.900691
3411,Shaun Creek,86889,Darrylborough,95632,Jersey,PE,-82.250981,-91.304985
3412,Kshlerin Throughway,80871,Joanville,82678,United States Minor Outlying Islands,CW,14.900559,-35.320031
3413,Jast Haven,1886,New Annabelleberg,89042-7483,Guinea-Bissau,YE,-63.718306,-106.306992
3414,Keon Run,90593,Bulahmouth,81436,Malawi,CG,17.564301,111.025939
3415,Elta Vista,68011,South Haleighstad,52896,Slovenia,BB,84.904789,-129.310152
3416,Kemmer Circles,7840,East Sunny,67240-4106,Christmas Island,NC,-6.395849,97.955879
3417,Mabel Freeway,28714,Nitzscheview,06215,Ukraine,TD,20.317640,25.948621
3418,Camryn Squares,5716,Ashleighfurt,84912-9594,Namibia,PF,-73.260244,-50.648112
3419,Emmett Island,36389,Koelpinport,46633,Pakistan,GI,-87.975467,-40.319455
3420,Theodora Manor,117,Port Bridgetteshire,72828-6684,Vietnam,VG,22.287566,-106.447330
3421,Carley Trace,671,Lake Vernermouth,51353-1680,Albania,AS,-88.193732,24.214974
3422,Hauck Isle,429,Jailynchester,84870-5151,Brunei Darussalam,IS,-82.107692,-79.912594
3423,Shawna Ranch,9699,Port Aracelyfurt,82139,Nepal,TM,-9.919699,113.246817
3424,Doyle Mountain,69711,Lake Aimee,08777,Norfolk Island,TZ,85.704766,54.371315
3425,Murphy Expressway,123,North Shany,37187,United States of America,IL,-70.439077,10.756070
3426,Daniel Mission,94495,North Gretchen,35329-4450,United Kingdom,TD,-73.399488,-88.265587
3427,Chelsie Trace,524,Grantborough,31989-7168,Saint Lucia,LI,-50.513523,116.318603
3428,Bernadine Extensions,425,Allanside,10426-6384,Antarctica (the territory South of 60 deg S),FR,54.149020,128.886622
3429,Casper Mills,667,Kenyonberg,27836-1641,Turkmenistan,CG,-9.009069,28.652416
3430,Hyman Overpass,856,New Miraclestad,65405,Fiji,YT,-41.894656,158.649871
3431,Berta Station,3804,Lake Donnellberg,99184-9870,Czech Republic,MM,-48.475416,-132.379893
3432,Lyric Harbor,4807,West Toney,70969,Uzbekistan,CO,2.726740,-105.801587
3433,Sincere Lane,50528,Alexieburgh,99490,Saint Helena,WS,68.331810,39.185232
3434,Funk Extension,70522,Randishire,31590-9948,Mozambique,SZ,64.288435,-55.047541
3435,Alfonzo Prairie,5004,Port Mariettafurt,62991-1376,Bermuda,OM,10.603774,29.422564
3436,Ova Forge,52771,Schmidtview,24689,Somalia,EH,-12.592641,-119.419866
3437,Yundt Skyway,49683,Demetriusview,79414-1433,Guinea,BF,29.675004,24.421350
3438,Hessel Mountains,95363,Bahringerberg,52349,Reunion,GB,85.923524,-110.423949
3439,Wolf Drive,345,Lake Marge,39983,Pitcairn Islands,GN,59.933666,-120.506805
3440,Prohaska Mountain,528,Lilianashire,26312,Uruguay,BH,-66.826255,178.533650
3441,Shayne Walks,976,Beerport,77545-3819,Central African Republic,EC,-33.831760,7.492473
3442,King Extensions,65155,Rogahnhaven,71298-8237,Monaco,OM,60.706358,173.933967
3443,Elias Loaf,119,North Alfred,04010-1627,Suriname,KH,-56.620973,145.868201
3444,Ellsworth Lakes,1067,East Odie,32275,Falkland Islands (Malvinas),BS,68.652979,-150.298499
3445,Camilla Isle,5619,New Rickymouth,62270-3796,Macedonia,BB,-33.642920,158.689950
3446,Morar Square,5519,West Melany,51062-8672,Brazil,ZM,21.250191,41.222984
3447,Daren Mission,973,Sylviaville,08301-9592,Monaco,JM,42.097848,116.449355
3448,Lemke Common,9042,North Sylviashire,93038,Indonesia,MY,-30.460973,109.948769
3449,Grant Glen,729,South Talia,54666-1449,American Samoa,PF,-10.770260,31.849262
3450,Matilda Lakes,2894,Lake Babyview,76103-7916,Congo,PA,-80.561303,20.226241
3451,Upton Spur,6385,Columbusborough,99025,Thailand,SY,-70.851555,109.781335
3452,Demarcus Shoal,282,Bartellview,51418-6885,Vietnam,CO,71.018219,151.940342
3453,Mueller Corner,918,South Dejah,30236,Botswana,BY,-47.960278,102.892494
3454,Kiera Circles,70003,North Mariah,49746,India,AZ,47.276146,31.579524
3455,Bergstrom Glens,60006,Alanaville,57279,Greenland,EG,-41.930408,100.518213
3456,Robert Tunnel,4683,Lake Mohammadland,25524-1528,Austria,BS,-2.472672,-138.001731
3457,Nitzsche Neck,1930,Jailyntown,86125-8040,Malta,IS,15.723609,172.301759
3458,Shanahan Trafficway,48070,East Heber,96836,Hungary,ST,51.722704,126.567899
3459,Eliseo View,6910,Bodeburgh,22346,Puerto Rico,CC,16.305023,57.698880
3460,Dominic Passage,400,Breannestad,22897-9957,Estonia,SK,-49.803714,164.481579
3461,McCullough Ports,6787,West Olgaview,15465,Hungary,SZ,-73.852821,-11.195508
3462,Lesch Springs,55064,New Jeremiestad,50084,Swaziland,VC,30.242705,-45.683395
3463,Carolyne Divide,69084,North Cecile,17115-4379,Philippines,GD,-32.655277,55.375701
3464,Witting Streets,26813,Richiebury,43071-2397,Syrian Arab Republic,NZ,18.734968,-45.353349
3465,VonRueden Gardens,90212,Wilkinsonbury,45175-6740,Zimbabwe,DJ,-77.734837,75.983115
3466,Domenica Forge,913,East Kennedy,99870,Venezuela,BS,-5.566874,-102.072328
3467,Josue Common,75502,Moriahport,71742-7603,Greece,SN,-28.391162,-43.790083
3468,Vicky Divide,764,Lake Kirk,96613-9241,Belize,PW,-21.797607,138.510727
3469,Schaefer Cliffs,54381,Deliaton,69514-1002,Greece,KH,-19.580208,76.216909
3470,Cremin Crossroad,2790,Oberbrunnerbury,33975,Panama,LR,-16.181820,-149.035370
3471,Gerhold Locks,980,East Kimberly,59287-2971,Turks and Caicos Islands,BA,75.543152,-82.370940
3472,Enrique Summit,229,Kerlukeborough,31091,New Zealand,AU,-6.058826,78.818048
3473,Auer Junctions,10173,Madgeport,45344,Hong Kong,TG,85.805146,-109.692579
3474,Erna Place,25862,South Ludie,62856-4312,Cook Islands,CC,-31.606002,-140.673228
3475,Mckenzie Light,15778,Elinorhaven,72226,Bulgaria,TW,-44.310706,-103.175861
3476,Bessie Route,42726,West Silasberg,68800-4053,Honduras,AE,-77.195708,-139.623151
3477,Hill Village,9137,New Vivienneshire,62964,Uzbekistan,NI,-43.232706,-146.910463
3478,Dasia Expressway,2923,Lake Manuela,38412-5130,Montenegro,TT,-63.374320,99.761809
3479,Schulist Motorway,11305,D'Amoreburgh,40304,Moldova,ID,37.445654,116.454902
3480,Clovis Mountain,242,Robertsmouth,76555,Morocco,YE,60.072459,-178.159385
3481,Greenfelder Overpass,50820,Morissettestad,58527-4997,Saudi Arabia,SA,31.735533,62.065866
3482,Bode Gateway,780,New Lily,16261-6947,Chad,SM,43.671431,94.262365
3483,Delpha Walk,695,Blockfurt,51289,Philippines,LS,11.391069,-87.706374
3484,Rath Point,7051,Lake Estel,57413-8140,Bolivia,TH,-4.882281,111.546932
3485,Kozey Crest,331,Armandland,94685-6669,Wallis and Futuna,RU,75.472104,156.809646
3486,Cruickshank Stream,6584,Tillmanhaven,66874,Afghanistan,LY,45.044928,-59.800987
3487,Gerhold Parkways,684,Port Parisbury,49577-5556,Tajikistan,SS,-66.890229,-53.850100
3488,Paucek Brooks,8447,South Ericachester,15049,Uganda,LS,25.299724,-73.966664
3489,Lakin Square,4713,New Eldonview,08691,Korea,LV,67.910402,-109.286239
3490,Boyle Plaza,8246,Everetteton,68956-0707,Mexico,HU,-7.573848,-38.668664
3491,Alda Spring,74926,Lake Jared,86453,Uruguay,BN,-22.748401,18.713000
3492,Huels Crescent,346,Tyreechester,25638,Gabon,VC,57.020050,-176.656788
3493,Carlos Branch,398,East Westley,23159,Bulgaria,TN,-59.671502,127.715320
3494,Lockman River,1073,North Enos,58429-9992,Bulgaria,CF,-37.914120,115.974158
3495,Alfreda Prairie,62546,New Madelynberg,35289-2052,Yemen,NU,-41.377433,-86.576334
3496,Rickey Cliffs,7002,Prohaskamouth,27063,Venezuela,DJ,60.582644,-7.789101
3497,Ada Shoals,6674,West Rosannaland,56347-2707,Brunei Darussalam,EE,76.040401,-119.630326
3498,Carter Square,430,West Toneyport,44663-6649,Saint Barthelemy,PR,85.520917,126.561718
3499,Lebsack Valley,81198,Aliyaborough,64085,Guadeloupe,TO,10.951712,81.728625
3500,Tianna Mountains,402,Lake Chloebury,19489,Costa Rica,NC,20.311698,54.713953
3501,Bogan Fields,690,Beahanmouth,87806,Dominican Republic,MN,80.962219,-174.819478
3502,Zboncak Tunnel,971,Lake Erling,16783,Trinidad and Tobago,MA,-85.317466,-46.170748
3503,Torrey Station,2171,Einomouth,55139,Guinea-Bissau,ML,18.690958,139.901314
3504,O'Conner Stravenue,259,Port Jerrodstad,71080-2904,Holy See (Vatican City State),IS,46.137560,-154.206233
3505,Weber Coves,313,East Stewartburgh,62968-5945,Argentina,FK,-33.456760,-177.991424
3506,Prohaska Lake,5786,Denisberg,42215-5716,Saint Helena,NO,86.122423,-156.596983
3507,Marlen Avenue,2477,North Katarinachester,99706-3409,Kiribati,TT,21.934189,-18.568177
3508,Stracke Roads,870,South Earl,82747,Switzerland,GY,83.917116,97.046003
3509,Harris Roads,415,Port Noemi,48973-9928,Turkey,AQ,-34.865516,129.931999
3510,Sammy Mission,2671,Willmsview,10565-1598,Italy,RW,-6.025626,-26.562443
